Movie Name,United Kingdom,Spain,Italy,Germany,France,Poland,Sweden,Norway,Belgium,South Africa,Netherlands,Türkiye,Israel,Ukraine,Hungary,Denmark,Finland,Czech Republic,Switzerland,Slovakia,United Arab Emirates,Iceland,Bulgaria,Egypt,Romania,Greece,Croatia,Serbia and Montenegro,Lebanon,Mexico,Brazil,Venezuela,Argentina,Chile,Uruguay,Japan,Russia/CIS,Australia,Hong Kong,New Zealand,Malaysia,Singapore,Philippines,Taiwan,Thailand,Peru,Colombia,Central America+,Puerto Rico,Ecuador,Dominican Republic,Bolivia,Domestic,Austria,Portugal,Estonia,South Korea,Slovenia,Middle East Other,Lithuania,Pakistan,Czech Republic/Slovakia,Kenya,Latvia,Cyprus,Nigeria,North Macedonia,India,Indonesia,Vietnam,China,Kuwait,Bahrain,Qatar,Jordan,East Africa,Oman,Curaçao,Central America,Switzerland (German),Switzerland (French),Switzerland (Italian),Saudi Arabia,Jamaica,Lesser Antilles,Aruba,Middle East/UAE,Russia/CIS/Ukraine,Russia,Netherlands Antilles,Switzerland (French/Italian),West Indies,Bangladesh,South Africa/Nigeria,S/E/W Africa,Greece and Cyprus,Guatemala,Costa Rica,El Salvador,Panama,Honduras,Nicaragua,Sri Lanka,Paraguay
10 Items or Less (2006),,"$486,895","$226,695",,,,,,,,,,,,,,,,,,,,,,,,,,,"$355,930",,,,,,,"$236,070",,,,,,,,,,,,,,,,,,"$10,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avellaneda's Moon (2004),,"$1,716,240",,,,,,"$9,798",,,,,,,,,,,,,,,,,,,,,,,,,"$2,306,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election 2 (2006),,"$4,143",,,,,,,"$1,005",,,,,,,,,,,,,,,,,,,,,,,,"$2,681",,,,,,"$1,739,442",,,,,"$30,824",,,,,,,,,"$55,758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Gay Movie (2006),,"$60,413",,,"$12,424",,,,,"$12,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Feed the World (2005),,"$34,466",,"$2,503,043","$519,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home of the Brave (2006),,"$203,079",,,,,,,,,,,,,,,,,,,"$157,944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$83,352",,,"$3,537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosario Tijeras (2005),,"$178,157",,,"$168,975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,402",,,,,,,,,,,,,,,,,,,,,,,,,
Primeval (2007),,"$91,593","$26,966","$112,683",,,,,"$16,633",,,,,"$56,086",,,,,,,"$115,642",,,"$28,215",,,,,"$10,943","$867,343","$105,494","$171,824","$102,237","$56,677","$2,208",,"$470,000",,"$223,219",,"$825,250",,,"$105,617","$609,611","$66,382","$47,026",,,"$100,028",,,,"$25,900",,,,,,,,,,,,,,"$369,488",,,,,,,,,,,"$30,998",,,,,,,,,,,,,,,,,,,,,,,,,
The Dead Girl (2006),,"$157,952",,,"$135,275",,,,"$101,229",,"$23,744",,,,"$4,041",,,,,,,,,,,"$23,130","$10,730",,,,,,,,,,,"$234,642",,"$47,654","$6,121","$26,363",,"$9,451",,,,,,,,,,,"$87,711",,"$17,373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray Matters (2006),,"$669,311",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,968",,,,,,,,,,,,,"$63,318",,,"$36,414",,,,,,"$4,434",,,,,"$36,797",,,,,,,,,,,,,,,,,,,,,,"$40,676",,,,,,,,,,,,,,,,,,,,,,,,,
Family Law (2006),,"$324,705",,,,,,,$152,,,,,,,,,,,,,,,,,,,,,,"$221,237",,"$474,948",,,,,,,,,,,,,,,,,,,,,"$3,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changing Times (2004),,"$50,510","$384,690",,"$2,515,781",,,,,,"$310,014",,,,,,,,,,,,,,,"$30,400",,,,,,,"$68,629",,,,,,,,,,,,,,,,,,,,,"$5,925","$30,561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Abandoned (2006),,"$515,659",,,"$317,151",,,,,,,,,,,,,,,,,,,,,,,,,"$959,516",,"$362,949",,,,,"$330,150",,,,,"$54,439","$54,088",,"$5,040","$141,494",,,,,,"$22,923","$1,653,012",,"$59,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Not for, or Against (Quite the Contrary) (2003)",,"$59,924","$29,957",,"$2,074,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the Land of Women (2007),,"$1,359,278","$2,860,706",,,"$198,490",,,,,,,,"$59,473",,,,,,,"$43,126","$11,640",,,,,,,"$11,043","$700,940","$249,044",,"$76,261","$7,326","$9,716",,"$402,150","$156,751",,,,,"$81,931",,,,,,,,,,,,"$119,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Invisible (2007),,"$174,554","$14,421","$663,146","$180,347","$41,858",,,,,,,"$33,580","$74,301","$120,553",,,,,"$22,239","$207,203","$7,223",,,,,,,"$14,218","$1,832,351",,"$433,119","$178,352",,"$9,430",,"$1,362,337","$18,840",,,"$174,182",,"$162,120",,,"$123,151",,,,"$126,892",,"$30,246",,"$72,248","$105,037",,,,,,,,,,,,,,,,,,,,,,,,"$49,255",,,,,,,,,,,,,,,,,,,,,,,,,
Rise: Blood Hunter (2007),,"$823,623","$326,477",,"$137,238",,,,,"$32,971",,"$281,386",,"$33,313",,,,,,,"$222,629",,"$28,214",,"$34,750",,,,,,,,,,,,"$440,577",,,,"$127,276","$18,934","$157,981","$3,422","$67,830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fay Grim (2006),,"$11,851",,,,,,,,,,,,,,,,,,,,,,,"$5,081",,,,,,"$17,450",,,,,,"$22,428","$3,905",,,,,,,,,,,,,,,,"$5,638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Valet (2006),,"$785,765","$86,983",,"$22,119,303","$176,787",,,"$1,292,330",,,,,"$9,825","$35,366",,,,"$603,911",,,,"$18,165","$1,640","$4,098",,"$56,444",,,"$23,846",,"$34,173","$124,485","$27,556",,,"$579,569","$739,719",,"$461,999",,,,"$47,104",,"$137,493",,,,,,,,,"$11,088",,"$22,419",,,,,,,,,,,,,,"$87,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossing the Bridge: The Sound of Istanbul (2005),,,"$18,337","$391,706",,,,,,,,"$82,472",,,,,,,,,,,"$29,585",,,,,,,,"$111,309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward II (1991),,,"$6,229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$699,264",,,,$638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoan Wedding (2006),,,"$51,279",,,,,,,"$9,478",,,,,,,,,,,,,,,"$4,171",,,,,,,,,,,,,"$343,069",,"$2,511,982",,,,,,,,,,,,,,,,,"$1,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadowboxer (2005),,,"$72,115",,,,,,,,,,,,,,,,,,"$55,312",,,,"$21,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Moustache (2005),,,"$210,359",,"$1,830,974",,,,,,,,,,,"$17,431","$7,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Bride (2004),,,"$117,263","$614,464","$240,054",,,,,,,,,,,,,,,,,,,,,,,,,"$59,523",,,"$33,969",,,,,,,,,,,,,,,,,,,,,"$77,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everyone's Hero (2006),,,"$483,144",,,"$263,960",,,,,,"$374,980",,"$38,860",,,,,,,,"$94,235","$6,103",,,,,,"$7,890",,,,,,,,"$508,011",,,,,,,"$6,745",,,,,"$200,431",,,,,,"$119,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Fingers (2006),,,"$45,564",,,,,,,,,,,,,,,,,,,,,,,,,,"$2,291","$196,569",,"$107,665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Think I Love My Wife (2007),,,"$28,827","$18,427","$20,705",,,,,"$106,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$155,747",,,,,,,,,,,,,,,,,"$11,753",,,,,,,,,,"$55,759",,,,,,,,"$51,793","$58,059",,,,,,,,,,"$312,082",,,,,,,,,
Slow Burn (2005),,,"$493,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,617",,,,,,,,,,,,,,,,,"$55,478",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paprika (2006),,,"$17,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,675",,"$36,743",,,,,,,,,,,"$882,267",,,,"$7,939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At Five in the Afternoon (2003),,,"$78,924",,"$420,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracie (2007),,,"$703,674",,,,,,,"$76,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$86,158",,,,,,,,,"$4,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breaking News (2004),,,"$19,217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,782",,"$1,005,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keeping Up with the Steins (2006),,,,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$70,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam's Apples (2005),,,,"$1,406,587",,"$21,831",,"$415,634",,,,,,,$58,,,,"$486,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,513",,,,,,"$34,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:37 (2006),,,,"$24,850",,,,,,,,,,,,"$4,732",,,,,,,,,,,,,,"$89,302","$4,968",,,,,,,"$232,490",,,,,,,,,,,,,,,,$481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Astronaut Farmer (2006),,,,"$80,260",,,,,,"$2,167",,,,,,,,,,,"$21,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,519","$21,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Hardcore (2006),,,,"$96,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Condemned (2007),,,,"$237,056",,,,,,"$8,783",,,,,,,,,,,"$267,186","$16,313",,,"$47,132",,,,"$16,829","$222,054",,,,,,,,,,,,"$45,875","$107,199",,"$188,516","$15,809","$18,140",,,,,,,,"$73,852",,,,,,,,,,,,,,,,,,,,"$6,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The World (2004),,,,,"$167,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$64,123",,,,"$15,173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wassup Rockers (2005),,,,,"$153,169",,,,,,,,,,$717,,,,,,,,"$4,960",,,,,,,"$2,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color Me Kubrick (2005),,,,,"$190,017",,,,,,,,,,"$3,151",,,,,,,,,,,,,,,,,,,,,,,"$208,376",,"$24,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse James (1939),,,,,"$3,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 Fingers (1952),,,,,"$46,317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Young Girls of Rochefort (1967),,,,,"$1,778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$91,837",,"$4,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julius Caesar (1953),,,,,"$10,831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woman on the Beach (2006),,,,,"$63,949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,686",,$717,,"$661,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woman Is the Future of Man (2004),,,,,"$235,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satan (2006),,,,,"$2,012,521",,,,,,,"$52,435",,"$34,007",,,,,,,,,,,,,,,,,,,,,,,"$581,002",,,,,,,$457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fido (2006),,,,,"$115,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia Rule (2007),,,,,,"$273,022",,,"$106,708","$88,245","$157,084","$209,319",,"$41,964","$124,666",,,,,,"$49,372","$65,923",,,"$51,970","$124,909",,,"$3,337",,"$755,288",,,,,,"$794,150","$2,645,461",,"$132,639",,,,,,,,,,,,,,,"$239,362",,,,,,,,,"$33,676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strangers with Candy (2005),,,,,,,"$14,567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$166,912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edvard Munch (1974),,,,,,,,"$16,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake It (2001),,,,,,,,"$84,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer Palace (2006),,,,,,,,,"$3,293",,"$5,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,537",,,,,,,,,,,,,"$41,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wordplay (2006),,,,,,,,,,"$2,135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Night with the King (2006),,,,,,,,,,"$142,621",,,,,,,,,,,,,,,,,,,,"$172,312",,,,,,,,,,,,,,,,,,,,,,,,,"$12,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feast (2005),,,,,,,,,,"$9,203",,,,,,,,"$1,036",,$338,"$86,313",,,"$24,434",,,,,"$9,776",,,"$30,281",,,,"$31,797",,,"$225,140",,,"$26,266","$79,390","$23,523","$3,610","$29,050",,,,,,,"$56,131",,,,,,,,,,,,,,,,,,,,"$17,246","$27,393",,,"$7,927",,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Wilder: The Rise of Taj (2006),,,,,,,,,,"$267,286",,,,"$23,669",,,,,,,,,,,"$29,467",,,,,,,,,,,,"$1,407,140",,,,,,,,,,,,,,,,,,"$58,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daddy's Little Girls (2007),,,,,,,,,,"$166,331",,,,,,,,,,,"$75,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pride (2007),,,,,,,,,,"$37,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ex (2006),,,,,,,,,,"$30,161",,,,"$109,843",,,,,,,"$10,772",,,,,,"$27,667",,"$5,599","$554,610","$302,630",,"$36,566",,,,"$625,600","$15,953",,,,"$16,948",,,,"$184,428",,,,,,"$6,951",,,"$3,929",,,"$65,597",,,,,,,,,,,,,,,,,,,,,"$87,992",,,,,,,,,,,,,,,,,,,,,,,,,
Invisible Waves (2006),,,,,,,,,,,,"$5,504",,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta Farce (2007),,,,,,,,,,,,"$52,251",,,,,,,,,"$90,178","$13,766",,,,,,,,"$155,950",,,,,,,"$230,500",,,,"$34,257",,,,,,,,,,,,,,,,,"$7,213",,,,,,"$14,828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nomad: The Warrior (2005),,,,,,,,,,,,,,"$320,404",,,,,,,"$240,561",,"$36,224",,,,,,$723,,,,,,,,"$2,397,876",,,,,,,"$5,416","$1,864",,,,,,,,,,"$6,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art School Confidential (2006),,,,,,,,,,,,,,,,,,"$9,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty in Trouble (2006),,,,,,,,,,,,,,,,,,"$1,428,703",,"$43,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaceful Warrior (2006),,,,,,,,,,,,,,,,,,,,,"$16,155",,,,,,,,"$12,729","$209,611",,,,,,,,,,,,,,"$95,838",,"$20,093",,,,,,,"$3,960,414",,"$12,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Gun (2005),,,,,,,,,,,,,,,,,,,,,"$10,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to Eat Fried Worms (2006),,,,,,,,,,,,,,,,,,,,,"$10,879",,,,,,,,,,,,,,,,,"$47,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wendell Baker Story (2005),,,,,,,,,,,,,,,,,,,,,"$23,832",,,,,,,,"$1,923",,,,,,,,,,,,,,,,,,,,,,,,"$127,414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redline (2007),,,,,,,,,,,,,,,,,,,,,"$456,737",,,,,,,,,,"$177,799",,,,,,"$364,809",,,,"$264,297","$92,685",,,,,,,,,,,,,"$30,030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thr3e (2006),,,,,,,,,,,,,,,,,,,,,"$34,925",,,,,,,,"$3,786",,,,,,,,"$360,000",,,,,,"$12,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kickin' It Old Skool (2007),,,,,,,,,,,,,,,,,,,,,,"$3,874",,,,,,,,,,,,,,,"$185,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neverwas (2005),,,,,,,,,,,,,,,,,,,,,,,"$7,897",,,,,,,,,,,,,,,,,,"$3,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day Night Day Night (2006),,,,,,,,,,,,,,,,,,,,,,,,,,"$4,077",,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bon Cop Bad Cop (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,$202,,,,,,,,"$69,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Brother's Wife (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,371,091","$47,130","$756,337","$7,963","$192,820","$9,748",,,,,,,,,,,"$507,776","$262,107","$200,341","$193,964","$101,979","$24,004","$8,677","$2,808,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Oh in Ohio (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$229,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Much Do You Love Me? (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$456,742",,"$64,363",,,,,"$213,885","$198,044",,,,,,"$19,639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaos (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$329,769",,,"$95,026","$8,536",,,"$170,363","$169,070",,,,,,"$34,345",,,,,,,,,,,,,"$1,012,777",,,,,,,,,,,,,,"$1,551,049",,,,,,,,"$43,320",,,,,,,,,,,,,,,,,,,,,,,,,
Lie with Me (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,754","$14,272",,"$19,038","$14,097",,,"$14,379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Butterfly Effect 2 (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$592,980",,,,,,,,,,,,,,"$345,912",,,,,,,,,,,,,"$23,912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Invisible Children (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,661",,,,,,,,,,,,,,"$5,097",,,"$10,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ugly Duckling and Me! (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$402,200","$1,241,400",,"$79,897","$59,025","$5,463",,"$1,213,630",,,,,,,,,"$135,234","$7,362",,,,,"$7,194",,,,,"$580,868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamchatka (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,475",,,"$602,281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Noise 2: The Light (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,347,037","$497,425","$529,234",,,"$7,948",,"$820,050",,,,"$66,743",,"$44,015","$31,624",,"$54,706",,"$191,629",,"$57,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griffin & Phoenix (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$971,107",,,,"$44,532",,,"$274,500",,,,,,,,,,,,,,,,,,,,$222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Contract (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$949,552",,"$118,895","$376,123","$56,258","$28,931",,,,,,,,,"$9,007",,"$80,576",,,,,,"$12,470",,,,,,,,,,,,,,,,"$8,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alone with Her (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$757,615",,,,,,,,,,,,,,,,"$75,062",,,,,,$913,"$10,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mistress of Spices (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$220,385",,"$117,607","$69,327","$6,352","$5,295",,"$8,557",,"$89,704","$124,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Once You're Born You Can No Longer Hide (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,994",,,,,,,,,,,,,,"$3,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
